EntryYear,ShipName,Text
1798,NORTHUMBERLAND,"HMS Northumberland was a 74-gun third-rate launched in 1798, notable as the ship that carried Napoleon to his final exile on the island of Saint Helena in 1815. She was converted to a hulk in 1827 and broken up in 1850."
1756,NORWICH,"Enterprise was recommissioned in 1756 at the outbreak of the Seven Years' War, again for service in the West Indies and North America and resumed her duties as Atlantic convoy escort. In 1762 she was present at the siege and capture of Havana, Cuba, an action involving nearly 60 warships and transports enough for more than 16,000 troops."
1764,NORWICH,Enterprise was decommissioned in January 1764 and was broken up in 1771 at Sheerness.
1778,NYMPHE,HMS Nymph was a 14-gun sloop launched in 1778 and burnt by accident in 1783.
1780,NYMPHE,HMS Nymphe was a 36-gun fifth rate captured from the French in 1780 and wrecked in 1810.
1807,NYMPHE,"HMS Nymphen was a 36-gun fifth rate captured from the Danish in 1807. She was to have been renamed HMS Determinee, but this did not happen and she was sold in 1816."
1811,NYMPHE,"HMS Nymphe was a 38-gun fifth rate, built as HMS Neriede but renamed in 1811 and launched in 1812. She was placed on harbour service from 1836, renamed HMS Handy in 1871 and was broken up in 1875."
1757,PALLAS,The first Pallas was a 36 gun fifth rate launched at Deptford in 1757 and run aground in 1783.
1793,PALLAS,"The second Pallas was a 32 gun fifth rate launched at Woolwich Dockyard in 1793 and wrecked in 1798 on Mount Batten Point, near Plymouth."
1780,PALLAS,The third Pallas was a 38 gun fifth rate launched at Woolwich Dockyard in 1780 as HMS Minerva but renamed HMS Pallas when she was converted to a troopship in 1798. She was broken up in 1803.
1803,PALLAS,A Pallas was ordered but before construction started her name was changed and she was launched in 1803 as HMS Shannon.
1804,PALLAS,The fourth Pallas was another 32 gun fifth rate launched at Plymouth in 1804 and wrecked in 1810 at the Firth of Forth.
1816,PALLAS,"The fifth Pallas was a 36 gun fifth rate launched at Portsmouth in 1816, and converted to a coal hulk in 1836. She was sold in 1862."
1768,PANTHER,"HMS Panther (1703) was a 54-gun fourth-rate ship of the line launched in 1703. She was rebuilt in 1716, hulked in 1743 and sold in 1768."
1756,PANTHER,HMS Panther (1746) was 50-gun fourth rate launched in 1746 and broken up in 1756.
1758,PANTHER,HMS Panther (1758) was a 60-gun fourth rate launched in 1758. She was used as a hospital ship from 1791 and a prison hulk from 1807. She was broken up in 1813.
1778,PANTHER,"HMS Panther (1778) was a 14-gun sloop built in 1778, and was being used as a survey vessel in 1802."
1759,PEARL,"HMS Pearl (1744), a fifth-rate of 44 guns launched in 1744 and sold in 1759"
1762,PEARL,"HMS Pearl (1762), a fifth-rate of 32 guns launched in 1762, renamed Prothee in 1825, and sold in 1832. Because Pearl served in the navy's Egyptian campaign (8 March to 2 September 1801), her officers and crew qualified for the clasp ""Egypt"" to the Naval General Service Medal, which the Admiralty issued in 1847 to all surviving claimants."
1828,PEARL,"HMS Pearl (1828), a sloop of 20 guns launched in 1828"
1750,PEARL,== Frigates from 1719 to 1750 ==
1750,PEARL,=== Fifth-rate frigates 1719 to 1750 ===
1776,PEGASUS,"HMS Pegasus, a ship sloop, was launched in 1776 but foundered a year later."
1779,PEGASUS,"HMS Pegasus, a 28-gun sixth-rate frigate launched in 1779 and sold in 1816. At one stage her captain was Prince William Henry, later William IV of the United Kingdom."
1782,PEGASUS,"HMS Pegase, a 74-gun third rate ship of the line, captured from the French in 1782."
1778,PENELOPE,The first Penelope was a 24-gun sixth-rate launched in 1778 and captured by her Spanish prisoners in 1780.
1783,PENELOPE,The second Penelope was a 32-gun fifth-rate launched in 1783 and broken up 1797.
1798,PENELOPE,The third Penelope was a 36-gun fifth-rate launched in 1798 and wrecked in 1815.
1829,PENELOPE,"The fourth Penelope was a 46-gun fifth-rate launched in 1829 but completed in 1843 as a paddle frigate, and sold for breakup in 1864."
1776,PERSEUS,HMS Perseus was a 20-gun sixth rate launched in 1776; she was the first vessel of the Royal Navy to be sheathed in copper. She was converted to a bomb vessel in 1799 and was broken up in 1805.
1812,PERSEUS,HMS Perseus was a 22-gun sixth rate launched in 1812. She was used for harbour service from 1818 and was broken up in 1850.
1804,PERSEUS,"Also, in 1804 Perseus served as a hired armed ship for the Royal Navy."
1789,PHOENIX,The earliest example of the use of HMS as an abbreviation is a reference to HMS Phoenix in 1789.
1755,PHOENIX,"HMS Phoenix, a 24-gun post ship launched in 1743, used as a hospital hulk after 1755, and was sold in 1762."
1759,PHOENIX,"HMS Phoenix, a 44-gun fifth rate launched in 1759 and lost in a hurricane off Cuba in 1780."
1783,PHOENIX,"HMS Phoenix, a 36-gun fifth rate launched in 1783 and wrecked in 1816 in the Bay of Chisme near Smyrna when a sudden change of wind threw her on the shore."
1832,PHOENIX,"HMS Phoenix, a wooden paddle sloop launched in 1832, converted to screw propulsion in 1845, and sold in 1864."
1793,PHOENIX,"Gossett, William Patrick (1986) The lost ships of the Royal Navy, 1793-1900. (London: Mansell). ISBN 0-7201-1816-6"
1756,PLUTO,HMS Pluto was an 8-gun fire ship purchased from civilian service in 1756 when she had been named New Concord. She was sold in 1762.
1777,PLUTO,"HMS Pluto was previously HMS Tamar, a 16-gun sloop. She was renamed HMS Pluto when she was converted into a fire ship in 1777. The French privateer Duc de Chartres captured her on 30 November 1780. Pluto's subsequent fate is unknown. The next year, Cumberland captured the privateer, which the Royal Navy took into service as HMS Duc de Chartres."
1782,PLUTO,HMS Pluto was a 14-gun fire ship launched in 1782 and sold in 1817.
1831,PLUTO,HMS Pluto was a wood paddle gunvessel launched in 1831 and broken up in 1861.
1756,PLUTO,HMS Pluto was an 8-gun fire ship purchased from civilian service in 1756 when she had been named New Concord. She was sold in 1762.
1777,PLUTO,"HMS Pluto was previously HMS Tamar, a 16-gun sloop. She was renamed HMS Pluto when she was converted into a fire ship in 1777. The French privateer Duc de Chartres captured her on 30 November 1780. Pluto's subsequent fate is unknown. The next year, Cumberland captured the privateer, which the Royal Navy took into service as HMS Duc de Chartres."
1782,PLUTO,HMS Pluto was a 14-gun fire ship launched in 1782 and sold in 1817.
1831,PLUTO,HMS Pluto was a wood paddle gunvessel launched in 1831 and broken up in 1861.
1763,PORTLAND,HMS Portland was a 50-gun fourth rate launched in 1744 and sold in 1763.
1770,PORTLAND,HMS Portland was a 50-gun fourth rate launched in 1770. She was converted to a 10-gun storeship in 1800 and a prison ship in 1802. She was sold in 1817.
1795,PORTLAND,HMS Portland was a barge probably used to defend Plymouth. She was purchased in 1795 and was sold in 1802.
1817,PORTLAND,"HMS Portland was a 52-gun fourth rate launched in 1822. She was to have been named HMS Kingston, but this was changed before launch in 1817. She was sold in 1862."
1763,PORTLAND,HMS Portland was a 50-gun fourth rate launched in 1744 and sold in 1763.
1770,PORTLAND,HMS Portland was a 50-gun fourth rate launched in 1770. She was converted to a 10-gun storeship in 1800 and a prison ship in 1802. She was sold in 1817.
1795,PORTLAND,HMS Portland was a barge probably used to defend Plymouth. She was purchased in 1795 and was sold in 1802.
1817,PORTLAND,"HMS Portland was a 52-gun fourth rate launched in 1822. She was to have been named HMS Kingston, but this was changed before launch in 1817. She was sold in 1862."
1781,POULETTE,HMS Poulette was a French 20-gun corvette launched in 1781. The British captured her at Toulon in 1793 and took her into service. She was at the Battle of Genoa (1795) but the British burned her in October 1796 at Ajaccio.
1798,POULETTE,"HMS Poulette was the French 20-gun privateer Foudroyant, built and launched at Bordeaux in 1798. The British captured her in 1799 but had her laid up. She served the Royal Navy for about a year and a half until she was again laid up in 1805. She was sold in 1814."
1757,PRESTON,HMS Preston was a 50-gun fourth rate launched in 1757. She was converted to a sheer hulk in 1785 and was broken up in 1815.
1758,PRINCE GEORGE,HMS Prince George (1701) was a 90-gun second-rate ship of the line. She was launched in 1682 as HMS Duke but was rebuilt and renamed in 1701 after the future George II of Great Britain. She was rebuilt again in 1723 but was accidentally burnt at sea in 1758.
1763,PRINCE GEORGE,HMS Prince George was a cutter purchased in 1763 and sold in 1771.
1772,PRINCE GEORGE,HMS Prince George (1772) was a 98-gun second-rate launched in 1772 and named after the future George IV of the United Kingdom. She was converted to a sheer hulk in 1832 and was broken up in 1839.
1752,PRINCESS AMELIA,HMS Princess Amelia was an 80-gun third rate launched in 1693 as HMS Humber. She was renamed HMS Princess Amelia in 1727 and was broken up in 1752.
1755,PRINCESS AMELIA,HMS Princess Amelia was an 80-gun third rate launched in 1693 as HMS Norfolk. She was renamed HMS Princess Amelia in 1755 and was broken up in 1757.
1757,PRINCESS AMELIA,HMS Princess Amelia was an 80-gun third rate launched in 1757. She was loaned to HM Customs in 1788 and sold in 1818.
1799,PRINCESS AMELIA,HMS Princess Amelia was to have been a 74-gun third rate. She was laid down in 1799 and cancelled in 1800.
1771,PRINCESS AUGUSTA,HMS Princess Augusta was a yacht launched in 1771 as HMS Augusta. She was renamed HMS Princess Augusta in 1773 and was sold in 1818.
1785,PRINCESS AUGUSTA,"HMS Princess Augusta, previously the Danish HDMS Kronprindsens Lystfregat, was a yacht launched in 1785 for the Prince Royal of Denmark. The Danes returned her to Britain in 1807 after the Battle of Copenhagen. The Admiralty took her into service as HMS Prince Frederick; she was renamed Princess Augusta in 1816 but was sold for breaking up in 1818."
1757,PROSERPINE,HMS Proserpine (1757) was a sloop launched in 1757 and sold in 1763.
1777,PROTEUS,"HMS Proteus was a 26-gun sixth rate, formerly the East Indiaman Talbot, purchased in 1777 for use as a receiving ship. She was sold in 1783."
1768,PRUDENT,"HMS Prudent was a 64-gun third rate ship of the line of the Royal Navy, launched on 28 September 1768 at Woolwich."
1779,PRUDENT,"She is listed as being on harbour service in 1779, though she was back in regular service later in the American Revolutionary War as in 1782 she participated in the Battle of St. Kitts."
1814,PRUDENT,Prudent was sold out of the service in 1814.
1781,PYLADES,"HMS Pylades was an 18-gun sloop, previously the Dutch privateer Hercules. She was captured in 1781 and broken up in 1790."
1794,PYLADES,"HMS Pylades was a 16-gun sloop launched in 1794. She was wrecked later that year, but salvaged and sold. She was repurchased in 1796 and sold in 1815."
1824,PYLADES,HMS Pylades was an 18-gun sloop launched in 1824 and broken up in 1845.
1760,QUEBEC,HMS Quebec was a 32-gun fifth rate launched in 1760 and blown up in action with French in 1779.
1775,QUEBEC,HMS Quebec was a schooner purchased in 1775 and wrecked later that year.
1781,QUEBEC,HMS Quebec was a 32-gun fifth rate launched in 1781 and broken up in 1816.
1756,QUEEN,"HMS Queen was a 100-gun first rate launched in 1673 as Royal Charles and renamed Queen in 1694, then renamed Royal George in 1715. She was renamed Royal Anne in 1756 and was broken up in 1767."
1769,QUEEN,HMS Queen (1769) was a 98-gun second rate launched in 1769. She was reduced to 74 guns in 1811 and was broken up in 1821.
1839,QUEEN,HMS Queen (1839) was a 110-gun first rate launched in 1839. In 1859 the ship was fitted with a screw propeller and reduced to 86 guns. She was broken up in 1871.
1839,QUEEN,Queen was an Indian service paddle sloop launched in 1839 and listed until 1860.
1781,QUEEN,Ushant 1781
1794,QUEEN,First of June 1794
1795,QUEEN,Groix Island 1795
1790,QUEEN,"The first Queen Charlotte was a first rate of 100 guns, built at Chatham and launched in 1790. She took part in several actions against the French navy, and flew the flag of Admiral Alexander Hood, 1st Viscount Bridport, during the Battle of Groix. She caught fire and sank on 17 March 1800."
1810,QUEEN,"The second Queen Charlotte was a 104-gun first rate, launched in 1810, led the Bombardment of Algiers on 27 August 1816, was renamed Excellent in 1859 and sold in 1892."
1807,QUEEN,"The third Queen Charlotte was the mercantile brig Adams, launched in 1807 and purchased in 1812 for the Provincial Marine, which converted her to a 16-gun sloop-of-war. The United States captured her on 10 September 1813 following the Battle of Lake Erie, commissioned her but laid her up and sold her into commercial service in 1825. Her oweers finally abandoned her in 1844."
1787,QUEEN,"Queen Charlotte, a British merchantman which pre-dated the Royal Navy ships, and after which the Queen Charlotte Islands were named in 1787."
