shipName,company,rank,voyageID,captainName,nationality,rank2,toPlace,captainName2,shipType,fromPlace,voyageStart,WIkiText,CareerStart,CareerEnd,Guns
Nassau-Weilburgh,ADM,Adelborst,1939,J. v.d. Velden,Dutch,,Curacao,,,Fonciaal,1781-02-15,,,,
Nassau-Weilburgh,ADM,Adelborst,1940,J. v.d. Velden,Dutch,,Tiburon baai,,,Curacao,1781-04-07,,,,
De Ruijter,ADM,LtZ,1941,H.P.N. 't Hooft,Dutch,,Texel,,Linieschip,Amsterdam,1815-05-08,,,,
De Ruijter,ADM,LtZ,1942,H.P.N. 't Hooft,Dutch,,Plymouth,,Linieschip,Texel,1815-05-13,,,,
Nassau-Weilburgh,ADM,Adelborst,1943,J. v.d. Velden,Dutch,,Texel,,,Tiburon baai,1781-04-24,,,,
Pollux,VOC,,1944,,Dutch,,Batavia,,,Rammekens,1791-10-27,,,,
Neerlands Koning,,Kapitein,1945,P. Vis,Dutch,,Kaapstad,,,Batavia,1833-01-13,,,,
Neerlands Koning,,Kapitein,1946,P. Vis,Dutch,,Batavia,,,Rotterdam,1832-08-09,,,,
Neerlands Koning,,Kapitein,1947,P. Vis,Dutch,,Rotterdam,,,Kaapstad,1833-04-20,,,,
Maasnimph,ADM,LtZ,1948,F. Sweer,Dutch,,St Vincent,,Bargentijn,Hellevoetsluis,1786-11-18,,,,
Catharina Johanna,,Kapitein,1949,C. Visman,Dutch,,Batavia,,,Nieuwediep,1843-06-27,,,,
Maasnimph,ADM,LtZ,1950,F. Sweer,Dutch,,Rio Demerary,,Bargentijn,St Vincent,1787-01-07,,,,
Catharina Johanna,,Kapitein,1951,C. Visman,Dutch,,Nieuwediep,,,Banjouwangie,1843-11-21,,,,
Maasnimph,ADM,LtZ,1952,F. Sweer,Dutch,,Hellevoetsluis,,Bargentijn,Rio Demerary,1787-09-17,,,,
Ajax,ADM,LtZ,1953,N.L. Koops,Dutch,,Bahia de Todos los Santos,,Korvet,Hellevoetsluis,1833-10-27,,,,
Ajax,ADM,LtZ,1954,N.L. Koops,Dutch,,Banda,,Korvet,Ternatten,1834-07-23,,,,
Ajax,ADM,LtZ,1955,N.L. Koops,Dutch,,Ambon,,Korvet,Banda,1834-08-26,,,,
Ajax,ADM,LtZ,1956,N.L. Koops,Dutch,,Soerabaja,,Korvet,Ambon,1834-09-11,,,,
Ajax,ADM,LtZ,1957,N.L. Koops,Dutch,,Batavia,,Korvet,Bahia de Todos los Santos,1833-12-12,,,,
Ajax,ADM,LtZ,1958,N.L. Koops,Dutch,,Ambon,,Korvet,Soerabaja,1834-05-21,,,,
Ajax,ADM,LtZ,1959,N.L. Koops,Dutch,,Ternatten,,Korvet,Ambon,1834-07-04,,,,
Haarlemmerhout,ADM,Kapitein,1960,J. de Wilde,Dutch,,West-Indie,,Fregat,Texel,1759-02-24,,,,
Melampus,ADM,,1961,A. W. de Man,Dutch,,Rio de Janeiro,,,Texel,1821-04-17,,,,
Melampus,ADM,,1962,A. W. de Man,Dutch,,Batavia,,,Rio de Janeiro,1821-06-27,,,,
Ajax,ADM,LtZ,1963,N.L. Koops,Dutch,,Batavia,,Korvet,Soerabaja,1834-09-29,,,,
Haarlemmerhout,ADM,Kapitein,1964,J. de Wilde,Dutch,,Texel,,Fregat,West-Indie,1759-07-09,,,,
Arend,ADM,Luitenant Kolonel,1965,Petrus Masschop,Dutch,,Nederland,C.T. Coster,Fregat,Demerary,1785-08-05,,,,
Kemphaan,ADM,Kapitein,1966,C.J. Palm,Dutch,,Rotterdam,,,Suriname,1784-07-03,,,,
Ajax,ADM,LtZ,1967,N.L. Koops,Dutch,,Soerabaja,,Korvet,Batavia,1834-04-29,,,,
Ajax,ADM,LtZ,1968,N.L. Koops,Dutch,,Kruisjende (bij Fanara),,Korvet,Batavia,1834-10-16,,,,
Ajax,ADM,LtZ,1969,N.L. Koops,Dutch,,Batavia,,Korvet,Straat van Banka,1835-04-22,,,,
Arend,ADM,Luitenant Kolonel,1970,Petrus Masschop,Dutch,,Demerary,C.T. Coster,Fregat,Hellevoetsluis,1785-05-10,,,,
Kemphaan,ADM,Kapitein,1971,C.J. Palm,Dutch,,Bordeaux,,,Rotterdam,1784-12-14,,,,
Kemphaan,ADM,Kapitein,1972,C.J. Palm,Dutch,,Suriname,,,Rotterdam,1783-11-06,,,,
Kemphaan,ADM,Kapitein,1973,C.J. Palm,Dutch,,Rotterdam,,,Bordeaux,1785-03-06,,,,
Snelheid,ADM,Schrijver,1974,A. Jordan,Dutch,,Gujana,,,Holland,1783-11-08,,,,
Snelheid,ADM,Schrijver,1975,A. Jordan,Dutch,,Holland,,,Gujana,1784-06-19,,,,
Snelheid,ADM,Schrijver,1976,A. Jordan,Dutch,,Gujana,,,Holland,1784-10-11,,,,
Snelheid,ADM,Schrijver,1977,A. Jordan,Dutch,,Holland,,,Gujana,1785-06-05,,,,
Rotterdam,ADM,Kapitein,1978,J.J. van Hoeij,Dutch,,Suriname,,,Hellevoetsluis,1778-01-01,,,,
Middelburg,ADM,Schout bij nacht,1979,Ernst Baronde Peterse,Dutch,,Middelburg,,,CuraÌ¤ao,1751-08-01,,,,
Rotterdam,ADM,Kapitein,1980,J.J. van Hoeij,Dutch,,Hellevoetsluis,,,Suriname,1779-02-17,,,,
Neerlands IndiÌÇ,,Kapitein,1981,S. Delclisus,Dutch,,Batavia,,,Nieuwediep,1847-05-17,,,,
Neerlands IndiÌÇ,,Kapitein,1982,S. Delclisus,Dutch,,Pangool,,,Soerabaya,1847-09-19,,,,
Middelburg,ADM,Schout bij nacht,1983,Ernst Baronde Peterse,Dutch,,CuraÌ¤ao,,,Texel,1751-02-02,,,,
Neerlands IndiÌÇ,,Kapitein,1984,S. Delclisus,Dutch,,Soerabaya,,,Batavia,1847-08-26,,,,
Middelburg,ADM,Schout bij nacht,1985,Ernst Baronde Peterse,Dutch,,,,,,NA--,,,,
Neerlands IndiÌÇ,,Kapitein,1986,S. Delclisus,Dutch,,Nieuwediep,,,Soerabaya,1847-10-11,,,,
Vrouw Maria Cornelia,VOC,Kapitein,1987,Michiel Jurgens,Dutch,,Kaap de Goede Hoop,,,Middelburg,1791-05-25,,,,
Jason,ADM,,1988,,Dutch,,St Christoffel,,,Rotterdam,1777-12-31,,,,
Jason,ADM,,1989,,Dutch,,Suriname,,,St Christoffel,1778-03-28,,,,
Haarlemmerhout,ADM,Kapitein,1990,G. Bort,Dutch,,West-Indie,,Fregat,Texel,1754-02-25,,,,
Haarlemmerhout,ADM,Kapitein,1991,G. Bort,Dutch,,Texel,,Fregat,West-Indie,1754-09-19,,,,
Jason,ADM,,1992,,Dutch,,Texel,,,St Eustacius,1779-07-15,,,,
St Maartensdijk,ADM,Kapitein,1993,Taalman,Dutch,,Vlissingen,,,Curacao,1764-04-29,,,,
Jason,ADM,,1994,,Dutch,,St Eustacius,,,Suriname,1778-11-20,,,,
Arend,Marine,1e Luitenant,1995,J.P. Woutersz.,Dutch,,New York,,Korvet,Medemblik,1825-05-15,,,,
St Maartensdijk,ADM,Kapitein,1996,Taalman,Dutch,,Suriname,,,Vlissingen,1763-07-29,,,,
St Maartensdijk,ADM,Kapitein,1997,Taalman,Dutch,,Curacao,,,Suriname,1764-03-11,,,,
Amstel,,Kapitein,1998,H.R. Mankman,Dutch,,Batavia,,,Nederland,1842-04-05,,,,
Amstel,Marine,,1999,,Dutch,,Rio de la Plata,,Fregat,Rio de Janeiro,1827-04-20,,,,
Amstel,Marine,,2000,,Dutch,,Vlissingen,,Fregat,Rio de Janeiro,1827-08-05,,,,
Arend,Marine,1e Luitenant,2001,J.P. Woutersz.,Dutch,,Tafelbaai,,Korvet,New York,1825-08-02,,,,
Arend,Marine,1e Luitenant,2002,J.P. Woutersz.,Dutch,,Batavia,,Korvet,Tafelbaai,1825-10-26,,,,
Amstel,Marine,,2003,,Dutch,,Paramaribo,,Fregat,Unknown,1826-11-29,,,,
Amstel,Marine,,2004,,Dutch,,Rio de Janeiro,,Fregat,Curacao,1827-02-01,,,,
Amstel,,Kapitein,2005,H.R. Mankman,Dutch,,Nieuwediep,,,Batavia,1842-10-15,,,,
Amstel,,Kapitein,2006,C. Visman,Dutch,,Batavia,,,Nieuwediep,1844-11-22,,,,
Amstel,,Kapitein,2007,C. Visman,Dutch,,Nieuwediep,,,Batavia,1845-04-29,,,,
Arend,ADM,Kapitein,2008,Taalman,Dutch,,Fontiaal,,,Texel,1752-06-17,,,,
Arend,ADM,Kapitein,2009,Taalman,Dutch,,Texel,,,Curacao,1753-01-06,,,,
Arend,ADM,Kapitein,2010,Taalman,Dutch,,Curacao,,,Fontiaal,1752-07-11,,,,
Arend,ADM,Kapitein,2011,Taalman,Dutch,,,,,,NA--,,,,
Boreas,MAR,Kapitein,2012,W.J. Jolly,Dutch,,Texel,,Korvet,Banjoewangie,1847-02-03,,,,
Boreas,ADM,Commandant eskader,2013,J.A. van den Velden,Dutch,Commandeur,Suriname,Rynties,Fregat,Amsterdam,1772-11-25,,,,
Boreas,ADM,commandant,2014,Van Helsdinge,Dutch,,Funchal,,Fregat,Amsterdam,1771-01-11,,,,
Boreas,ADM,commandant,2015,Van Helsdinge,Dutch,Commandeur,,Beeldsnijder,Fregat,,NA--,,,,
Boreas,ADM,commandant,2016,Van Helsdinge,Dutch,Commandeur,Porto Praija,Beeldsnijder,Fregat,Funchal,1771-02-06,,,,
Buitenzorg,MER,Kapitein,2017,I. Hensing,Dutch,,Batavia,,,Rotterdam,1850-04-24,,,,
Boreas,ADM,Commandant eskader,2018,J.A. van den Velden,Dutch,Commandeur,Nieuwediep,Rynties,Fregat,Suriname,1773-03-08,,,,
Boreas,ADM,commandant,2019,Van Helsdinge,Dutch,Commandeur,Suriname,Beeldsnijder,Fregat,St George d'Elminar,1771-07-23,,,,
Boreas,ADM,commandant,2020,Van Helsdinge,Dutch,,,,Fregat,,NA--,,,,
Boreas,ADM,commandant,2021,Van Helsdinge,Dutch,Commandeur,Rio Sester,Beeldsnijder,Fregat,Porto Praija,1771-03-04,,,,
Boreas,ADM,commandant,2022,Van Helsdinge,Dutch,Commandeur,St George d'Elmina,Beeldsnijder,Fregat,Rio Sester,1771-03-26,,,,
Buitenzorg,MER,Kapitein,2023,I. Hensing,Dutch,,Nederland,,,Batavia,1850-11-02,,,,
Boreas,ADM,Commandeur,2024,Van Helsdinge,Dutch,Commandeur,Nederland,Beeldsnijder,Fregat,West Indies,1772-04-03,,,,
Bos en Hoven,VOC,Captijn Luitenant ter Zee,2025,Cornelis van der Stam,Dutch,,Batavia,,,Colombo,1761-03-20,,,,
Bos en Hoven,VOC,Captijn Luitenant ter Zee,2026,Cornelis van der Stam,Dutch,,Colombo,,,Rotterdam,1760-03-30,,,,
Boreas,ADM,Commandeur,2027,Van Helsdinge,Dutch,Commandeur,,Beeldsnijder,Fregat,,NA--,,,,
Borssele,VOC,,2028,,Dutch,,Columbo,,,Vlissingen,1771-01-14,,,,
Brak,ADM,Luitenant,2029,J. Baak,Dutch,Schrijver,CuraÌ¤ao,W.J. Wattier,Kotter,Rotterdam,1782-07-20,,,,
Castor,ADM,Kapitein,2030,P. van Hoogwerff,Dutch,1e Schrijver,,J.H. Hiksen,Fregat,,NA--,,,,
Brak,ADM,Luitenant,2031,J. Baak,Dutch,Schrijver,,W.J. Wattier,Kotter,,NA--,,,,
Castor,ADM,Ktz,2032,P. Melvill,Dutch,,Hellevoetsluis,,Fregat,Paramaribo,1779-06-28,,,,
Castor,ADM,Ktz,2033,P. Melvill,Dutch,,Algiers,,Fregat,Lisbon,1780-02-01,,,,
Castor,ADM,Ktz,2034,P. Melvill,Dutch,,Livorno,,Fregat,Algiers,1780-04-01,,,,
Castor,ADM,Ktz,2035,P. Melvill,Dutch,,Allicanten,,Fregat,Marseille,1780-06-20,,,,
Castor,ADM,Ktz,2036,P. Melvill,Dutch,,Toulon,,Fregat,Livorno,1780-06-04,,,,
Castor,ADM,Ktz,2037,P. Melvill,Dutch,,Marseille,,Fregat,Toulon,1780-06-11,,,,
Castor,ADM,Ktz,2038,P. Melvill,Dutch,,Portugal,,Fregat,Hellevoetsluis,1780-01-11,,,,
Castor,ADM,Ktz,2039,P. Melvill,Dutch,,Lissabon,,Fregat,Allicanten,1780-07-13,,,,
Castor,ADM,Ktz,2040,P. Melvill,Dutch,,Paramaribo,,Fregat,Hellevoetsluis,1779-01-10,,,,
Castor,ADM,Kapitein,2041,P. van Hoogwerff,Dutch,1e Schrijver,Funchal,J.H. Hiksen,Fregat,Hellevoetsluis,1768-12-11,,,,
Castor,ADM,Kapitein,2042,P. van Hoogwerff,Dutch,1e Schrijver,Kaap La Hou,J.H. Hiksen,Fregat,Kaap Monte / Kaap Misurado,1769-09-13,,,,
Castor,ADM,Kapitein,2043,P. van Hoogwerff,Dutch,1e Schrijver,Kaap Noord,J.H. Hiksen,Fregat,St George d'Elmina,1769-11-06,,,,
Castor,ADM,Kapitein,2044,P. van Hoogwerff,Dutch,1e Schrijver,Funchal,J.H. Hiksen,Fregat,Funchal,1769-01-18,,,,
Castor,ADM,Kapitein,2045,P. van Hoogwerff,Dutch,1e Schrijver,Kaap Monte / Kaap Misurado,J.H. Hiksen,Fregat,Porto Praya,1769-06-19,,,,
Castor,ADM,Kapitein,2046,P. van Hoogwerff,Dutch,1e Schrijver,Curacao,J.H. Hiksen,Fregat,St. Eustatius,1770-04-02,,,,
Castor,ADM,Kapitein,2047,P. van Hoogwerff,Dutch,1e Schrijver,Hellevoetsluis,J.H. Hiksen,Fregat,Curacao,1770-05-21,,,,
Castor,ADM,Kapitein,2048,P. van Hoogwerff,Dutch,1e Schrijver,Cadix,J.H. Hiksen,Fregat,Funchal,1769-02-13,,,,
Castor,ADM,Kapitein,2049,P. van Hoogwerff,Dutch,1e Schrijver,Porto Praya,J.H. Hiksen,Fregat,Cadix,1769-05-24,,,,
Castor,ADM,Kapitein,2050,P. van Hoogwerff,Dutch,1e Schrijver,Fort Amsterdam,J.H. Hiksen,Fregat,Kaap Noord,1770-01-07,,,,
Castor,ADM,Kapitein,2051,P. van Hoogwerff,Dutch,1e Schrijver,St. Eustatius,J.H. Hiksen,Fregat,Fort Amsterdam,1770-03-12,,,,
Ceres,ADM,LtZ,2052,Enslie,Dutch,,Batavia,,Fregat,Nederland,1845-02-18,,,,
Ceres,ADM,LtZ,2053,Enslie,Dutch,,Texel,,Fregat,Batavia,1848-09-23,,,,
Ceres,ADM,Kapitein,2054,"J,F. van Capelle",Dutch,,Azoren,,Fregat,Hellevoetsluis,1783-04-01,,,,
Ceres,ADM,Kapitein,2055,"J,F. van Capelle",Dutch,,Hellevoetsluis,,Fregat,Azoren,1783-09-03,,,,
Christiaan Huijgens,,Kapitein,2056,F.B. Teuneszen,Dutch,,Rotterdam,,,Batavia,1842-12-25,,,,
Christiaan Huijgens,,Kapitein,2057,F.B. Teuneszen,Dutch,,Batavia,,,Rotterdam,1842-06-30,,,,
Claudius Civilis,,,2058,,Dutch,,Nieuwediep,,,Tjilatjap,1843-08-21,,,,
Claudius Civilis,,,2059,,Dutch,,Batavia,,,Nieuwediep,1843-03-01,,,,
Curacao,Marine,,2060,,Dutch,,Hellevoetsluis,,Steamer,Curacao,1842-05-18,,,,
Curacao,Marine,,2061,,Dutch,,Curacao,,Steamer,Paramaribo,1840-11-15,,,,
Curacao,Marine,,2062,,Dutch,,Paramaribo,,Steamer,Curacao,1840-08-13,,,,
Curacao,Marine,,2063,,Dutch,,Curacao,,Steamer,Paramaribo,1840-08-13,,,,
Dageraad,Marine,Ktz,2064,Jhr. J.E. Lewe van Aduard,Dutch,,Tafelbaai,,Fregat,Soerabaya,1822-01-02,,,,
Dageraad,Marine,Ktz,2065,Jhr. J.E. Lewe van Aduard,Dutch,,Texel,,Fregat,Tafelbaai,1822-03-17,,,,
Diana,MAR,Luitenant ter Zee,2066,Koopman,Dutch,,Batavia,,Fregat,Nederland,1834-11-10,,,,
Curacao,Marine,,2067,,Dutch,,Curacao,,Steamer,Parimaribo,1840-08-01,,,,
Curacao,Marine,,2068,,Dutch,,Parimaribo,,Steamer,El Mina,1840-06-02,,,,
Curacao,Marine,,2069,,Dutch,,Ivoorkust,,Steamer,Nederland,1840-04-07,,,,
Diana,Marine,Kapitein ter Zee,2070,Koopmans,Dutch,,Texel,,Fregat,Batavia,1838-08-04,,,,
Dolphijn,ADM,Schrijver,2071,Dirk Hallersteede,Dutch,,Curacao,,Fregat,Amsterdam,1754-11-18,,,,
Dolphijn,ADM,Schrijver,2072,Dirk Hallersteede,Dutch,,Nederland,,Fregat,Curacao,1755-09-07,,,,
Dolphijn,ADM,Schrijver,2073,Dirk Hallersteede,Dutch,,Curacao,,Fregat,Amsterdam,1755-04-27,,,,
Dolphijn,ADM,Schrijver,2074,Dirk Hallersteede,Dutch,,,,Fregat,,NA--,,,,
Dordregt,ADM,,2075,Ewout van Haeftent,Dutch,,Plymouth,,Oorlogsschip,Nederland,1760-09-05,,,,
Dordregt,ADM,,2076,Ewout van Haeftent,Dutch,,Hellevoetsluis,,Oorlogsschip,Cadiz,1761-04-07,,,,
Dordregt,ADM,,2077,Ewout van Haeftent,Dutch,,Malaga,,Oorlogsschip,Plymouth,1760-10-03,,,,
Dordregt,ADM,,2078,Ewout van Haeftent,Dutch,,Cartagena,,Oorlogsschip,Malaga,1760-12-10,,,,
Dordregt,ADM,,2079,Ewout van Haeftent,Dutch,,Cadiz,,Oorlogsschip,Cartagena,1760-12-28,,,,
Dordregt,ADM,,2080,Ewout van Haeftent,Dutch,,,,Oorlogsschip,,NA--,,,,
Dordregt,ADM,Kapitein,2081,Van der Gon,Dutch,,Hellevoetsluis,,Fregat,Curacao,1759-10-24,,,,
Dordregt,ADM,Kapitein,2082,Van der Gon,Dutch,,,,Fregat,,NA--,,,,
Dordregt,ADM,Kapitein,2083,Van der Gon,Dutch,,St Eustatius,,Fregat,Hellevoetsluis,1759-07-04,,,,
Dordregt,ADM,Kapitein,2084,Van der Gon,Dutch,,,,Fregat,,1759-10-24,,,,
Dordregt,ADM,Kapitein,2085,Van der Gon,Dutch,,Curacao,,Fregat,St Eustatius,1759-09-27,,,,
Dordregt,ADM,Kapitein,2086,Van der Gon,Dutch,,,,Fregat,,1759-07-04,,,,
Drie Vrienden,,Kapitein,2087,H. de Rhijn,Dutch,,Nieuwediep,,,Tjilatjap,1849-03-08,,,,
Drie Vrienden,,Kapitein,2088,H. de Rijn,Dutch,,Batavia,,,Nieuwediep,1848-09-27,,,,
Eensgezindheid,ADM,Kapitein,2089,P. van Peer,Dutch,,Parimaribo,,,Texel,1790-04-21,,,,
Eensgezindheid,ADM,Kapitein,2090,P. van Peer,Dutch,,St Eustatius,,,Demmerarij,1790-12-22,,,,
Eensgezindheid,ADM,Kapitein,2091,P. van Peer,Dutch,,Texel,,,St Eustatius,1791-01-15,,,,
Eensgezindheid,ADM,Kapitein,2092,P. van Peer,Dutch,,,,,,NA--,,,,
Egmond,,Kapitein,2093,J.J. Rotgans,Dutch,,Batavia,,,Nederland,1838-11-12,,,,
Egmond,,Kapitein,2094,J.J. Rotgans,Dutch,,Nieuwediep,,,Batavia,1839-02-27,,,,
Elisabeth,,Kapitein,2095,F. Fokkens,Dutch,,St George d'Elmina,,,Nederland,1837-11-08,,,,
Egmond,ADM,LtZ,2096,W. Steffens,Dutch,,Sourabaya,,Schoener,Amsterdam,1840-10-11,,,,
Elisabeth,,Kapitein,2097,F. Fokkens,Dutch,,Batavia,,,St George d'Elmina,1838-01-24,,,,
Elisabeth,,Kapitein,2098,F. Fokkens,Dutch,,Rotterdam,,,Batavia,1838-07-07,,,,
Eliza Susanna,,Kapitein,2099,N.A. Dijkama,Dutch,,Batavia,,,Rotterdam,1841-04-12,,,,
Eliza Susanna,,Kapitein,2100,N.A. Dijkama,Dutch,,Soerabaya,,,Batavia,1841-08-01,,,,
Eliza Susanna,,Kapitein,2101,N.A. Dijkama,Dutch,,Bezoeki,,,Soerabaya,1841-09-02,,,,
Eliza Susanna,,Kapitein,2102,N.A. Dijkama,Dutch,,Rotterdam,,,Batavia,1841-10-23,,,,
Eliza Susanna,,Kapitein,2103,N.A. Dijkama,Dutch,,Panaroekan,,,Bezoeki,1841-09-25,,,,
Eliza Susanna,,Kapitein,2104,N.A. Dijkama,Dutch,,Batavia,,,Panaroekan,1841-10-14,,,,
Eolus,,Kapitein,2105,G. Slichtenbree,Dutch,,Akijab,,,Nieuwediep,1847-12-16,,,,
Eolus,,Kapitein,2106,G. Slichtenbree,Dutch,,Nieuwediep,,,Akijab,1848-05-30,,,,
Jerusalem,VOC,Kapitein,2107,Godfried Wargijn,Dutch,Adsistent,Hellevoetsluis,Gijsbertus Boellaard,,Batavia,1756-01-13,,,,
Schagen,VOC,Kapitein,2108,Jacob Leertouwer,Dutch,Adsistent,Batavia,Gijsbertus Boellaard,,Texel,1754-08-18,,,,
Hippomenes,,,2109,J.W. Moll,Dutch,,Batavia,,Korvet,Tafelbaai,1838-02-10,,,,
Schorpioen,,,2110,A. van Wachendorf van Rijn,Dutch,,Suriname,,Schoener,Nederland,1848-07-25,,,,
Schagen,,Kapitein,2111,Jacob Leertouwer,Dutch,Adsistent,,Gijsbertus Boellaard,,,NA--,,,,
Hippomenes,,,2112,J.W. Moll,Dutch,,Santa Cruz,,Korvet,Vlissingen,1837-11-15,,,,
Hippomenes,,,2113,J.W. Moll,Dutch,,Tafelbaai,,Korvet,Santa Cruz,1837-12-11,,,,
Eendracht,ADM,KLtZ,2114,C. Schroeder,Dutch,,Curacao,,Korvet,Texel,1822-12-15,,,,
Eendracht,ADM,KLtZ,2115,C. Schroeder,Dutch,,Porto Rico,,Korvet,Curacao,1823-11-11,,,,
Eendracht,ADM,KLtZ,2116,C. Schroeder,Dutch,,St Eustatius,,Korvet,Porto Rico,1823-11-26,,,,
Eendracht,ADM,KLtZ,2117,C. Schroeder,Dutch,,Curacao,,Korvet,St Eustatius,1823-12-15,,,,
Eendracht,ADM,KLtZ,2118,C. Schroeder,Dutch,,Curacao,,Korvet,St Eustatius,1824-02-15,,,,
Eendracht,ADM,KLtZ,2119,C. Schroeder,Dutch,,Curacao,,Korvet,Cartagena?,1825-02-03,,,,
Eendracht,ADM,KLtZ,2120,C. Schroeder,Dutch,,St Eustatius,,Korvet,Curacao,1826-01-20,,,,
Eendracht,ADM,KLtZ,2121,C. Schroeder,Dutch,,,,Korvet,,NA--,,,,
Eendracht,ADM,KLtZ,2122,C. Schroeder,Dutch,,Texel,,Korvet,Curacao,1826-06-23,,,,
Zwaan,VOC,Kapitein,2123,M. van Vlaanderen,Dutch,Kapitein/Luitenant,Cabo de Goede Hoop,C. van der Vooren,,Middelburg,1790-09-08,,,,
Hippomenes,ADM,Kapitein,2124,J.W. Moll,Dutch,,St Helena,,Korvet,Batavia,1840-07-05,,,,
Hippomenes,ADM,Kapitein,2125,J.W. Moll,Dutch,,Texel,,Korvet,St Helena,1840-09-10,,,,
Hippomenes,ADM,,2126,,Dutch,,Suriname,,Korvet,Nieuwediep,1831-11-27,,,,
Hippomenes,ADM,,2127,,Dutch,,St Eustatius,,Korvet,Paramaribo,1832-01-30,,,,
Hippomenes,ADM,,2128,,Dutch,,Curacao,,Korvet,St Martin,1832-02-11,,,,
Hippomenes,ADM,,2129,,Dutch,,Paramaribo,,Korvet,Curacao,1832-07-11,,,,
Javaan,,Kapitein,2130,S. van Duijn,Dutch,,Nieuwediep,,,Banjoewangie,1840-01-30,,,,
Javaan,,Kapitein,2131,S. van Duijn,Dutch,,Batavia,,,Nieuwediep,1839-08-25,,,,
Hippomenes,ADM,,2132,,Dutch,,Curacao,,Korvet,Paramaribo,1833-08-03,,,,
Hippomenes,ADM,,2133,,Dutch,,St Domingo,,Korvet,Curacao,1833-11-25,,,,
Hippomenes,ADM,,2134,,Dutch,,Nieuwediep,,Korvet,St Domingo,1833-12-07,,,,
Vlijt,VOC,Gezaghebber,2135,Francois Moser,Dutch,,Kaap de Goede Hoop,,Paketboot,Vlissingen,1792-03-20,,,,
Vrouw Maria Geertruida,WIC,Schipper,2136,M. Saxe,Dutch,,Guinea,,Brik,Vlissingen,1788-01-16,,,,
Goede Trouw,VOC,Kapitein,2137,A. Hijne,Dutch,,Kaap de Goede Hoop,,,Vlissingen,1790-01-19,,,,
Surseance,VOC,Kapitein,2138,Christoon Fummack,Dutch,,Cabo de Goede Hoop,,,Vlissingen,1793-04-06,,,,
Drie Vrienden,,Kapitein,2139,H. de Wijn,Dutch,,Batavia,,,Nieuwediep,1841-10-28,,,,
Drie Vrienden,,Kapitein,2140,H. de Wijn,Dutch,,Nieuwediep,,,Batavia,1842-03-25,,,,
Wilhelmina Lucia,MER,,2141,J.P. Carst,Dutch,,Batavia,,,Nieuwediep,1840-02-17,,,,
Wilhelmina Lucia,MER,,2142,J.P. Carst,Dutch,,Nieuwediep,,,Batavia,1840-09-26,,,,
Thetis,ADM,Kapitein,2143,Pieter Jacob Gervais,Dutch,Journaalhouder,Mesurado,J. van der Velden,Fregat,Lissabon,1787-05-21,,,,
Thetis,ADM,Kapitein,2144,Pieter Jacob Gervais,Dutch,Journaalhouder,Paramaribo,J. van der Velden,Fregat,Acara,1787-10-03,,,,
Thetis,ADM,Kapitein,2145,Pieter Jacob Gervais,Dutch,Journaalhouder,St Eustatius,J. van der Velden,Fregat,Paramaribo,1788-03-09,,,,
Star,VOC,Kapitein,2146,C.J. Brugman,Dutch,,Kaap de Goede Hoop,,Paketboot,Middelburg,1793-04-16,,,,
Thetis,ADM,Kapitein,2147,Pieter Jacob Gervais,Dutch,Journaalhouder,Appolonia,J. van der Velden,Fregat,La Hou,1787-08-02,,,,
Unie,VOC,Schipper,2148,Simon Laurentius,Dutch,,Ceylon,,,Middelburg,1790-01-18,,,,
Pollux,ADM,KLtz,2149,C. Eeg,Dutch,,Mauritius,,Corvet,Batavia,1827-04-01,,,,
Pollux,ADM,KLtz,2150,C. Eeg,Dutch,,Ambon,,Corvet,Anna Maria,1825-05-26,,,,
Thetis,ADM,Kapitein,2151,Pieter Jacob Gervais,Dutch,Journaalhouder,La Hou,J. van der Velden,Fregat,Mesurado,1787-07-10,,,,
Pollux,ADM,KLtz,2152,C. Eeg,Dutch,,Soerabaya,,Corvet,Ambon,1825-08-18,,,,
Pollux,ADM,KLtz,2153,C. Eeg,Dutch,,Texel,,Corvet,Mauritius,1827-08-08,,,,
Pollux,ADM,KLtz,2154,C. Eeg,Dutch,,Charillo,,Corvet,Valparaiso,1825-03-21,,,,
Pollux,ADM,KLtz,2155,C. Eeg,Dutch,,Anna Maria,,Corvet,Charillo,1825-04-11,,,,
Pollux,ADM,KLtz,2156,C. Eeg,Dutch,,Valparaiso,,Corvet,Buenos Aires,1825-01-07,,,,
Windhond,ADM,Ltz 1e kl,2157,J.H.F. Frucht,Dutch,,Batavia,,Korvet,Nederland,1841-12-31,,,,
Van Speyk,MAR,Ktz,2158,J. van der Straalen,Dutch,,Batavia,,Korvet,Nieuwediep,1834-12-13,,,,
Arend,ADM,Ktz,2159,A. van Daalen,Dutch,,Rio de Janeiro,,,Texel,1820-12-28,,,,
Arend,ADM,Ktz,2160,A. van Daalen,Dutch,,Batavia,,,Rio de Janeiro,1821-04-07,,,,
Arend,ADM,Kapitein,2161,A. van Dalen,Dutch,,Kaapstad,,,Batavia,1823-12-12,,,,
Arend,ADM,Ktz,2162,A. van Daalen,Dutch,,,,,,NA--,,,,
Arend,ADM,Kapitein,2163,A. van Dalen,Dutch,,Nederland,,,Kaapstad,1824-02-11,,,,
Heldin,ADM,Ktz,2164,J.G. Huijs,Dutch,,Rio de Janeiro,,Korvet,Nederland,1831-12-25,,,,
